,시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
894,경남,덕곡중학교,2008,합천,중,미활용,경상남도 합천군  율곡면 와리 384
895,경남,덕오초등학교,2009,진주,초,미활용,경상남도 진주시 집현면 덕오리 725-2
896,경남,도산초등학교도남분교장,1998,통영,초,대부,경상남도 통영시 도산면 저산리 613-1
897,경남,도성초등학교,1994,합천,초,미활용,경상남도 합천군 가회면 도탄리 1078
898,경남,도원초등학교,1999,통영,초,대부,경상남도 통영시 도산면 원산리 933
899,경남,도천초등학교,1997,창녕,초,미활용,경상남도 창녕군 도천면 논리 31
900,경남,동부초등학교가배분교장,1999,거제,초,미활용,경상남도 거제시 동부면 가배리 374
901,경남,동부초등학교동령분교장,1999,거제,초,대부,경상남도 거제시 동부면 오송리 561
902,경남,동부초등학교학동분교장,1999,거제,초,자체활용,경상남도 거제시 동부면 학동리 551
903,경남,동해초등학교대동분교장,1999,고성,초,대부,경상남도 고성군 동해면 용정리 440
904,경남,마리중학교,2016,거창,중,자체활용,경상남도 거창군 마리면 말흘리 347
905,경남,매계초등학교,1998,하동,초,자체활용,경상남도 하동군 악양면 매계리 75
906,경남,명사초등학교다대분교장,2007,거제,초,대부,경상남도 거제시 남부면 다대리 67
907,경남,명사초등학교여차분교장,1996,거제,초,미활용,경상남도 거제시 남부면 다포리 39
908,경남,명사초등학교해금강분교장,1999,거제,초,대부,경상남도 거제시 남부면 갈곶리 262-5
909,경남,명석초등학교계원분교장,1997,진주,초,대부,경상남도 진주시 명석면 계원리 174-1
910,경남,모동초등학교,1999,거창,초,대부,경상남도 거창군 위천면 모동리 729
911,경남,무안초등학교내진분교장,1999,밀양,초,대부,경상남도 밀양시 무안면 양효리 349
912,경남,무안초등학교운정분교장,1997,밀양,초,대부,경상남도 밀양시 무안면 운정리 149-4
913,경남,무안초등학교중산분교장,1999,밀양,초,대부,경상남도 밀양시 무안면 중산리 162-1
914,경남,문현초등학교,1997,함안,초,대부,경상남도 함안군 법수면 대송리 1110
915,경남,물건중학교,2019,남해,중,미활용,경상남도 남해군 삼동면 물건리 166-1
916,경남,미조초등학교호도분교장,1999,남해,초,미활용,경상남도 남해군 미조면 미조리 1160
917,경남,미천중학교,1995,진주,중,대부,경상남도 진주시 미천면 오방리 600
918,경남,밀양중학교청도분교장,2014,밀양,중,자체활용,경상남도 밀양시 청도면 인산리 667-1
919,경남,박달초등학교,1994,하동,초,미활용,경상남도 하동군 양보면 박달리 548-3
920,경남,반동초등학교구복분교장,1997,창원,초,대부,경상남도 창원시 마산합포구 구산면 구복리 275-21
921,경남,반동초등학교욱곡분교장,1999,창원,초,미활용,경상남도 창원시 마산합포구 구산면 내포리 964-1
922,경남,반동초등학교원전분교장,1999,창원,초,미활용,경상남도 창원시 마산합포구 구산면 심리 181-3
923,경남,반성초등학교 남산분교장,1994,진주,초,대부,경상남도 진주시 일반성면 남산리 452-2
924,경남,백산초등학교,2014,밀양,초,대부,경상남도 밀양시 하남읍 백산리 1257-4
925,경남,법수중학교,2020,함안,중,미활용,경상남도 함안군 법수면 우거리 912
926,경남,법수초등학교우거분교장,1999,함안,초,대부,경상남도 함안군 법수면 우거리 789
927,경남,병곡초등학교광월분교장,1997,함양,초,미활용,경상남도 함양군 병곡면 광평리 880
928,경남,봉산초등학교삼덕분교장,1992,합천,초,대부,경상남도 합천군  봉산면 계산리 247
929,경남,봉산초등학교오남분교장,1998,합천,초,미활용,경상남도 합천군 봉산면 권빈리 639
930,경남,봉산초등학교옥계분교장,1999,합천,초,미활용,경상남도 합천군 봉산면 노곡리 918-2 
931,경남,봉황초등학교,1999,밀양,초,대부,경상남도 밀양시 초동면 덕산리 292
932,경남,부북초등학교정진분교장,1998,밀양,초,대부,경상남도 밀양시 부북면 퇴로리 280-5
933,경남,북면초등학교화천분교장,1999,창원,초,미활용,경상남도 창원시 의창구 북면 외감리 168
934,경남,북창선초등학교,1999,남해,초,대부,경상남도 남해군 창선면 대벽리 277
935,경남,북천초등학교대야분교장,1997,하동,초,대부,경상남도 하동군 북천면 화정리 58
936,경남,사남초등학교,1999,사천,초,자체활용,경상남도 사천시 사남면 죽천리 382
937,경남,사동초등학교,1999,사천,초,미활용,경상남도 사천시 사천읍 두량리 260
938,경남,사량초등학교돈지분교장,2012,통영,초,미활용,경상남도 통영시 사량면 돈지리 675
939,경남,사량초등학교양지분교장,2012,통영,초,미활용,경상남도 통영시 사량면 양지리 418-2
940,경남,사량초등학교읍덕분교장,2012,통영,초,대부,경상남도 통영시 사량면 읍덕리 366-1
941,경남,사봉초등학교 부계분교장,1993,진주,초,대부,경상남도 진주시 사봉면 부계리 1159
942,경남,산동초등학교고례분교장,1998,밀양,초,대부,경상남도 밀양시 단장면 고례리 1516-1
943,경남,산수초등학교,1991,거창,초,미활용,경상남도 거창군 신원면 덕산리 714-1
944,경남,산양초등학교미남분교장,1998,통영,초,미활용,경상남도 통영시 산양읍 미남리 401
945,경남,산양초등학교연명분교장,1992,통영,초,대부,경상남도 통영시 산양읍 연화리 1124
946,경남,산양초등학교오비분교장,1998,통영,초,미활용,경상남도 통영시 산양읍 풍화리 1914-2
947,경남,산양초등학교화양분교장,2007,통영,초,대부,경상남도 통영시 산양읍 신전리 889
948,경남,산청중학교,2018,산청,중,자체활용,경상남도 산청군 산청읍 옥산리 747
949,경남,산청중학교차황분교장,2018,산청,중,자체활용,경상남도 산청군 차황면 부리 332-4
950,경남,삼가초등학교자양분교장,1998,합천,초,대부,경상남도 합천군  삼가면 동리 187
951,경남,삼덕초등학교,1993,고성,초,미활용,경상남도 고성군 회화면 삼덕리 1397-3
952,경남,삼락초등학교,1999,고성,초,자체활용,경상남도 고성군 마암면 삼락리 180
953,경남,삼성초등학교가천분교장,1999,사천,초,미활용,경상남도 사천시 사남면 가천리 84
954,경남,삼성초등학교유천분교장,1998,사천,초,대부,경상남도 사천시 사남면 유천리 182
955,경남,삼오초등학교,1999,고성,초,미활용,경상남도 고성군 삼산면 장치리 328
956,경남,삼천포초등학교늑도분교장,2006,사천,초,미활용,경상남도 사천시 늑도동 15
957,경남,상남중학교,2015,밀양,초,자체활용,경상남도 밀양시 상남면 평촌리 735
958,경남,상동중학교,2018,밀양,초,자체활용,경상남도 밀양시 상동면 금산리 887-3
959,경남,상동초등학교,1999,고성,초,대부,경상남도 고성군 상리면 망림리 528-4
960,경남,상동초등학교안인분교장,1993,밀양,초,대부,경상남도 밀양시 상동면 안인리 297-1
961,경남,상북초등학교,1999,창원,초,대부,경상남도 창원시 마산합포구 진북면 추곡리 534
962,경남,생초고등학교,2018,산청,고,미활용,경상남도 산청군 생초면 어서리 413
963,경남,생초중학교,2018,산청,중,미활용,경상남도 산청군 생초면 어서리 417-1
964,경남,서창선초등학교,1999,남해,초,자체활용,경상남도 남해군 창선면 율도리 546
965,경남,서촌초등학교,1999,함안,초,대부,경상남도 함안군 대산면 서촌리 231
966,경남,서포초등학교자혜분교장,1999,사천,초,미활용,경상남도 사천시 서포면  자혜리 519
967,경남,석복초등학교,1999,함양,초,자체활용,경상남도 함양군 함양읍 삼산리 29-3
968,경남,선진초등학교,2012,사천,초,자체활용,경상남도 사천시 용현면 통양리 108
969,경남,성남초등학교,1999,남해,초,대부,경상남도 남해군 이동면 화계리 302
970,경남,성호중학교,1995,남해,중,자체활용,경상남도 남해군 서면 서상리 655-1
971,경남,송남초등학교,1999,남해,초,자체활용,경상남도 남해군 미조면 송정리 1175-4
972,경남,수산초등학교하남대사분교장,2013,밀양,초,자체활용,경상남도 밀양시 하남읍 대사리 242-2
973,경남,수월초등학교,1999,통영,초,대부,경상남도 통영시 도산면 수월리 866-1
974,경남,숭덕초등학교상동분교장,1998,거제,초,대부,경상남도 거제시 둔덕면 상둔리 859-1
975,경남,숭덕초등학교학산분교장,1999,거제,초,대부,경상남도 거제시 둔덕면 학산리 486-3
976,경남,숭덕초등학교화도분교장,2010,거제,초,대부,경상남도 거제시 둔덕면 술역리 808-1
977,경남,숭산초등학교,2019,합천,초,자체활용,경상남도 합천군 가야면  매안리 392
978,경남,신기초등학교,2007,하동,초,자체활용,경상남도 하동군 하동읍 신기리 429-6
979,경남,신안초등학교둔철분교장,1998,산청,초,대부,경상남도 산청군  신안면 안봉리 916-1
980,경남,신월초등학교,1994,김해,초,자체활용,경상남도 김해시 진례면 신월리 440-2
981,경남,신음초등학교,1999,함안,초,자체활용,경상남도 함안군 가야읍 신음리 1034
982,경남,신천초등학교,2014,김해,초,미활용,경상남도 김해시 한림면 신천리 662
983,경남,신천초등학교내대분교장,1992,산청,초,자체활용,경상남도 산청군 시천면 내대리 569
984,경남,신천초등학교중산분교장,2008,산청,초,대부,경상남도 산청군 시천면 중산리 293-4
985,경남,신흥초등학교,1992,하동,초,미활용,경상남도 하동군 북천면 사평리 491-2
986,경남,쌍봉초등학교,1996,거창,초,대부,경상남도 거창군 고제면 봉산리 624
987,경남,안법초등학교,1999,밀양,초,대부,경상남도 밀양시 단장면 안법리 506-3
988,경남,안의초등학교대지분교장,1997,함양,초,자체활용,경상남도 함양군 안의면 신안리 975
989,경남,안태초등학교,1999,밀양,초,대부,경상남도 밀양시 삼랑진읍 안태리 542
990,경남,양곡초등학교귀산분교장,1999,창원,초,대부,경상남도 창원시 성산구 귀산동 499
991,경남,양보중학교,2016,하동,중,자체활용,경상남도 하동군 양보면 운암리 355-1
992,경남,양보초등학교우복분교장,1992,하동,초,대부,경상남도 하동군 양보면 우복리 367-1
993,경남,양지초등학교,1996,고성,초,대부,경상남도 고성군 대가면 연지리 279
994,경남,양촌초등학교,1999,창원,초,대부,경상남도 창원시 마산합포구 진전면 양촌리 390
995,경남,양포초등학교,1999,하동,초,미활용,경상남도 하동군 진교면 양포리 111-1
996,경남,영오초등학교영동분교장,1998,고성,초,대부,경상남도 고성군 영오면 연당리 705
997,경남,오동초등학교,1992,산청,초,대부,경상남도 산청군 신안면 청현리 526
998,경남,옥봉초등학교,1999,창원,초,대부,경상남도 창원시 마산합포구 진전면 임곡리 305-1
999,경남,옥종초등학교두양분교장,1998,하동,초,대부,경상남도 하동군 옥종면 두양리 460
1000,경남,외암초등학교별천분교장,1989,함안,초,미활용,경상남도 함안군 여항면 주동리 352
1001,경남,용주초등학교장전분교장,1991,합천,초,자체활용,경상남도 합천군 용주면 장전리 641
1002,경남,용현초등학교,1992,거창,초,대부,경상남도 거창군 신원면 대현리 86-1
1003,경남,운암초등학교,1993,의령,초,자체활용,경상남도 의령군 가례면 운암리 117
1004,경남,운암초등학교,1999,하동,초,미활용,경상남도 하동군 양보면 운암리 251
1005,경남,원당초등학교,1999,진주,초,대부,경상남도 진주시 수곡면 원외리 2-1
1006,경남,원량초등학교노대분교장,2012,통영,초,미활용,경상남도 통영시 욕지면 노대리 66-3
1007,경남,원량초등학교도덕분교장,2005,통영,초,대부,경상남도 통영시 욕지면 서산리 644
1008,경남,원량초등학교옥동분교장,2008,통영,초,미활용,경상남도 통영시 욕지면 동항리 384-1
1009,경남,월령초등학교,1999,창녕,초,미활용,경상남도 창녕군 영산면 월령리 995-1
1010,경남,월성초등학교,1997,산청,초,자체활용,경상남도 산청군 신안면 신안리 423-3
1011,경남,위천중학교,2016,거창,중,자체활용,경상남도 거창군 위천면 장기리 381
1012,경남,위천중학교북상분교장,2001,거창,초,자체활용,경상남도 거창군 북상면 갈계리 1075-3
1013,경남,유림초등학교화남분교장,1992,함양,초,미활용,경상남도 함양군 유림면 손곡리 280
1014,경남,유어초등학교회룡분교장,1997,창녕,초,자체활용,경상남도 창녕군 유어면 대대리 387-1
1015,경남,율곡초등학교,1999,합천,초,미활용,경상남도 합천군  율곡면 와리 384
1016,경남,율원초등학교,1996,거창,초,대부,경상남도 거창군 신원면 양지리 284-1
1017,경남,이반성초 진산분교장,1999,진주,초,자체활용,경상남도 진주시 이반성면 가산리 151-1
1018,경남,인산초등학교,1993,밀양,초,자체활용,경상남도 밀양시 청도면 인산리 656
1019,경남,일운초등학교구조라분교장,1998,거제,초,대부,경상남도 거제시 일운면 구조라리 58-2
1020,경남,일운초등학교내도분교장,1998,거제,초,대부,경상남도 거제시 일운면 와현리 11-2
1021,경남,일운초등학교망월분교장,1998,거제,초,미활용,경상남도 거제시 일운면 망치리 418-1
1022,경남,일운초등학교예구분교장,1996,거제,초,대부,경상남도 거제시 일운면 와현리 255
1023,경남,입석초등학교,1999,산청,초,미활용,경상남도 산청군 단성면 입석리 1154-2
1024,경남,입석초등학교운리분교장,1993,산청,초,대부,경상남도 산청군 단성면 운리 515
1025,경남,장목초등학교황포분교장,1996,거제,초,미활용,경상남도 거제시 장목면 구영리 735
1026,경남,적량초등학교영신분교장,2007,하동,초,미활용,경상남도 하동군 적량면 동산리 542
1027,경남,정곡초정남분교장,1999,의령,초,미활용,경상남도 의령군 정곡면 백곡리 1162
1028,경남,정동초등학교신월분교장,1994,사천,초,미활용,경상남도 사천시 정동면 소곡리 423
1029,경남,주동초등학교,2019,김해,초,미활용,경상남도 김해시 주촌면 선지리 248-1
1030,경남,주상초등학교보해분교장,1999,거창,초,미활용,경상남도 거창군 주상면 남산리 245
1031,경남,중리초등학교안평분교장,1999,창원,초,미활용,경상남도 창원시 마산회원구 내서읍 평성리 23-2
1032,경남,중유초등학교,1992,거창,초,대부,경상남도 거창군 신원면 중유리 275-1
1033,경남,진교초등학교고이분교장,1992,하동,초,미활용,경상남도 하동군 진교면 고이리 457-1
1034,경남,진교초등학교안심분교장,1992,하동,초,대부,경상남도 하동군 진교면 백련리 352-12
1035,경남,진교초등학교월운분교장,1992,하동,초,대부,경상남도 하동군 진교면 월운리 573-2
1036,경남,진동초등학교태봉분교장,1995,창원,초,자체활용,경상남도 창원시 마산합포구 진동면 태봉리 68
1037,경남,진전초등학교낙동분교장,1999,창원,초,미활용,경상남도 창원시 마산합포구 진전면 시락리 218
1038,경남,진전초등학교여항분교장,1999,창원,초,자체활용,경상남도 창원시 마산합포구 진전면 고사리 542
1039,경남,진해동중학교,2002,창원,중,자체활용,경상남도 창원시 진해구 성내동 396-9
1040,경남,창락초등학교,2007,창녕,초,자체활용,경상남도 창녕군 창녕읍 퇴천리 544
1041,경남,창호초등학교신호분교장,1998,거제,초,대부,경상남도 거제시 사등면 창호리 2126-2
1042,경남,청암초등학교명사분교장,1995,하동,초,대부,경상남도 하동군 청암면 명호리 854-2
1043,경남,청암초등학교상이분교장,1993,하동,초,대부,경상남도 하동군 청암면 상이리 118
1044,경남,초동중학교,2015,밀양,중,자체활용,경상남도 밀양시 초동면 성만리 624-2
1045,경남,초동초등학교반월분교장,1999,밀양,초,대부,경상남도 밀양시 초동면 대곡리 245-3
1046,경남,초전초등학교,1999,사천,초,미활용,경상남도 사천시 사남면 초전리 551-1
1047,경남,충렬초등학교대평분교장,1991,통영,초,대부,경상남도 통영시 평림동 495
1048,경남,칠북초등학교,2015,함안,초,자체활용,경상남도 함안군 칠북면 검단리 980
1049,경남,팔령초등학교,1999,함양,초,미활용,경상남도 함양군 함양읍 구룡리 730-2
1050,경남,평림초등학교,1998,통영,초,대부,경상남도 통영시 평림동 809-1
1051,경남,하일중학교,1999,고성,중,자체활용,경상남도 고성군 하일면 학림리 701-2
1052,경남,하일초등학교장춘분교장,2012,고성,초,미활용,경상남도 고성군 하일면 춘암리 401-2
1053,경남,하청초등학교덕곡분교장,1998,거제,초,대부,경상남도 거제시 하청면 덕곡리 579
1054,경남,한려초등학교영운분교장,2021,통영,초,미활용,경상남도 통영시 산양읍 영운리 860
1055,경남,한림초등학교가산분교장,2009,김해,초,대부,경상남도 김해시 한림면 가산리 191-2
1056,경남,한산초등학교,2013,통영,초,대부,경상남도 통영시 한산면 창좌리 726-1
1057,경남,한산초등학교두억분교장,2003,통영,초,미활용,경상남도 통영시 한산면 두억리 311-2
1058,경남,한산초등학교매물도분교장,2005,통영,초,대부,경상남도 통영시 한산면 매죽리 34-13
1059,경남,한산초등학교비진분교장,2012,통영,초,미활용,경상남도 통영시 한산면 비진리 75-3
1060,경남,한산초등학교용호분교장,2012,통영,초,대부,경상남도 통영시 한산면 용호리 459-1
1061,경남,한산초등학교좌도분교장,1998,통영,초,미활용,경상남도 통영시 한산면 창좌리 174-1
1062,경남,한평초등학교,2018,진주,초,자체활용,경상남도 진주시 대평면 대평리 509
1063,경남,합천중학교봉산분교장,2012,합천,중,대부,경상남도 합천군 봉산면 김봉리 351-1
1064,경남,회화초등학교동창분교장,1998,고성,초,미활용,경상남도 고성군 회화면 어신리 937-1
1065,경남,횡천초등학교전대분교장,1993,하동,초,대부,경상남도 하동군 횡천면 전대리 508
1066,부산,(구)경남여자중학교,2009,남부,중,자체활용,부산광역시 동구 수정5동 563
1067,부산,(구)다대초등학교,2007,서부,초,자체활용,부산광역시 사하구 다대동 1140-1
1068,부산,(구)디자인고등학교,2010,남부,고,자체활용,부산광역시 동구 초량동 1167
1069,부산,(구)명지초등학교,2016,북부,초,자체활용,부산광역시 강서구 명지동 1336
1070,부산,(구)반송중학교,2020,해운대,중,자체활용,부산광역시 해운대구 반송동 250-2696
1071,부산,(구)반여초,2020,해운대,초,미활용,부산광역시 해운대구 반여동 1594-73
1072,부산,(구)부산개성중학교,2005,남부,중,자체활용,부산광역시 부산진구 부전2동 389-25
1073,부산,(구)부산중앙중학교,2012,남부,중,자체활용,부산광역시 부산진구 전포1동 682
1074,부산,(구)송정초등학교,2017,북부,초,자체활용,부산광역시 강서구 송정동 1437-19
1075,부산,(구)연포초등학교,2019,남부,초,자체활용,부산광역시 남구 대연동 1788-2
1076,부산,(구)일광초등학교,2020,해운대,초,자체활용,부산광역시 기장군 일광면 화전리 111
1077,부산,(구)정관초등학교,2010,해운대,초,자체활용,부산광역시 기장군 정관면 방곡리 412
1078,부산,가락중,2022,북부,중,미활용,부산광역시 강서구 죽림동 1090
1079,부산,가락초해포분교장,2004,북부,초,자체활용,부산광역시 강서구 봉림동 738-1714
1080,부산,감정초등학교,2019,서부,초,자체활용,부산광역시 사하구 감천동 10-2
1081,부산,기장중철마분교장,1993,해운대,중,자체활용,부산광역시 기장군 철마면 연구리 594
1082,부산,낙동여자중학교,1998,북부,중,자체활용,부산광역시 강서구 대저1동 421-3
1083,부산,눌차초등학교,2011,북부,초,미활용,부산광역시 강서구 눌차동 587
1084,부산,덕도초등학교,2019,북부,초,자체활용,부산광역시 강서구 강동동 2273-1
1085,부산,덕천여자중학교,2022,북부,중,자체활용,부산광역시 북구 덕천동 485-1
1086,부산,동삼중학교,2019,서부,중,자체활용,부산광역시 영도구  동삼동 331-41
1087,부산,사상중학교,2009,북부,중,자체활용,부산광역시 사상구 덕포동 150-1
1088,부산,삼락초등학교,2000,북부,초,자체활용,부산광역시 사상구 삼락동 365-8
1089,부산,서곡초,2022,동래,초,미활용,부산광역시 금정구 서동 134-13
1090,부산,윤산중학교,2013,동래,중,대부,부산광역시 금정구 금사동 505
1091,부산,일광초학리분교장,2006,해운대,초,자체활용,부산광역시 기장군 일광면 삼성리  717-5
1092,부산,좌성초,2021,남부,초,미활용,부산광역시 동구 범일동 1400
1093,부산,중앙초등학교,2008,남부,초,자체활용,부산광역시 동구 수정동 363-4
1094,부산,천가초장항분교장,2001,북부,초,미활용,부산광역시 강서구 성북동 1290
1095,부산,천가초천성분교장,2011,북부,초,자체활용,부산광역시 강서구 천성동 813
1096,부산,회동초등학교,2018,동래,초,자체활용,부산광역시 금정구 회동동 143-1
1097,대전,대동초,1997,서부,초,대부,대전광역시 유성구 대동 323
1098,대전,용정초 용호분교장,1996,동부,초,자체활용,대전광역시 대덕구 용호동 55
1099,대전,진잠초 방성분교장,1995,서부,초,미활용,대전광역시 유성구 성북동 188-1
1100,전남,(구)곡성중앙초,2005,곡성,중,자체활용,전라남도 곡성 곡성읍 읍내리 192
1101,전남,강진군동중학교,2008,강진,중,자체활용,전라남도 강진 군동면 라천리 161
1102,전남,강진서초영파분교장,1991,강진,초,미활용,전라남도 강진 강진읍 영파리 565
1103,전남,거문중초도분교장,2017,여수,중,미활용,전라남도 여수 삼산면 초도리 산456
1104,전남,거문초덕촌분교장,2019,여수,초,미활용,전라남도 여수 삼산면 덕촌리 814-1
1105,전남,거문초동도분교장,2020,여수,초,미활용,전라남도 여수 삼산면 동도리 1012
1106,전남,거문초서도분교장,2019,여수,초,자체활용,전라남도 여수 삼산면 서도리 25
1107,전남,거문초손죽분교장,2022,여수,초,미활용,전라남도 여수 삼산면 손죽리 산1466
1108,전남,겸면초마삼분교장,2004,곡성,초,대부,전라남도 곡성 겸면 마 전리 5 66
1109,전남,겸백초은덕분교장,1994,보성,초,미활용,전라남도 보성 겸백면 은덕리 19
1110,전남,고서초주산분교장,1999,담양,초,미활용,전라남도 담양 고서면 주산리 516
1111,전남,고흥남초등학교,1995,고흥,초,자체활용,전라남도 고흥 포두면 등암리 326-1
1112,전남,곡성여자중학교,2004,곡성,중,자체활용,전라남도 곡성 곡성읍 읍내리 446-1
1113,전남,곡성입면중학교,2005,곡성,중,자체활용,전라남도 곡성 입면 송전리 5 73
1114,전남,공산고등학교,2013,나주,고,대부,전라남도 나주 공산면 금곡리 819-4
1115,전남,과역동초백일분교장,2007,고흥,초,미활용,전라남도 고흥 과역면 백일리 산908
1116,전남,관산초영성분교장,2008,장흥,초,미활용,전라남도 장흥 관산읍 죽청리 418-3
1117,전남,광양옥룡중학교,2009,광양,중,자체활용,전라남도 광양 옥룡면 용곡리 672
1118,전남,광양태금중학교,2011,광양,중,미활용,전라남도 광양 태인동 303
1119,전남,군곡초등학교,2011,해남,초,대부,전라남도 해남 송지면 군곡리 435
1120,전남,군서북초등학교,1999,영암,초,미활용,전라남도 영암 군서면 해창리 494-2
1121,전남,금산종합고등학교,2015,고흥,고,대부,전라남도 고흥 금산면 대흥리 1176
1122,전남,금성초등학교,1999,여수,초,미활용,전라남도 여수 돌산읍 금성리 475
1123,전남,금정초청룡분교장,1999,영암,초,미활용,전라남도 영암 금정면 청용리 899
1124,전남,금정초한대분교장,1992,영암,초,미활용,전라남도 영암 영암읍 한대리 2
1125,전남,나로고등학교,2014,고흥,고,미활용,전라남도 고흥 봉래면 신금리 838
1126,전남,나산고,2016,함평,고,자체활용,전라남도 함평 나산면 삼축리 1184-3
1127,전남,나산중학교,2017,함평,중,자체활용,전라남도 함평 나산면 삼축리 1166-1
1128,전남,나주여자중학교,1998,나주,중,자체활용,전라남도 나주 교동 118
1129,전남,나주초이화분교장,2008,나주,초,미활용,전라남도 나주 토계동 318
1130,전남,나진초용창분교장,2021,여수,초,자체활용,전라남도 여수 화양면 용주리 1515-17
1131,전남,낙안초창녕분교장,2014,순천,초,대부,전라남도 순천 낙안면 창녕리 572
1132,전남,남면초인암분교장,2011,담양,초,대부,전라남도 담양 남면 인암리 2 38
1133,전남,남성초등학교,1999,고흥,초,대부,전라남도 고흥 포두면 남성리 461
1134,전남,남평동초등학교,1999,나주,초,대부,전라남도 나주 남평읍 우산리 984
1135,전남,노동초금호분교장,1994,보성,초,미활용,전라남도 보성 노동면 금호리 598
1136,전남,노동초학동분교장,1999,보성,초,대부,전라남도 보성 노동면 학동리 501
1137,전남,다도초덕림분교장,1991,나주,초,미활용,전라남도 나주 다도면 덕림리 536
1138,전남,다시남초등학교,1999,나주,초,미활용,전라남도 나주 다시면 문동리 654
1139,전남,다시초국동분교장,1995,나주,초,미활용,전라남도 나주 문평면 국동리 678
1140,전남,대동향교초대신분교장,2008,함평,초,미활용,전라남도 함평 대동면 금산리 422-7
1141,전남,대동향교초동암분교장,1992,함평,초,대부,전라남도 함평 대동면 월송리 424
1142,전남,대서서초등학교,1999,고흥,초,대부,전라남도 고흥 대서면 남정리 550
1143,전남,대서초안남분교장,2008,고흥,초,미활용,전라남도 고흥 대서면 안남리 626
1144,전남,도상초등학교,1996,곡성,초,자체활용,전라남도 곡성 곡성읍 구원리 65
1145,전남,도초중학교,2017,신안,중,자체활용,전라남도 신안 도초면 수항리 1468-3
1146,전남,도포초도신분교장,2008,영암,초,미활용,전라남도 영암 도포면 영호리 194
1147,전남,도포초수산분교장,2008,영암,초,대부,전라남도 영암 도포면 수산리 282-4
1148,전남,도포초영농분교장,2016,영암,초,미활용,전라남도 영암 도포면 영호리 919-10
1149,전남,도화초도화동분교장,1995,고흥,초,미활용,전라남도 고흥 도화면 봉산리 824
1150,전남,돌산중앙초등학교,2007,여수,초,자체활용,전라남도 여수 돌산읍 둔전리 1074
1151,전남,돌산초대신분교장,2005,여수,초,미활용,전라남도 여수 돌산읍 신복리 730
1152,전남,동강초매곡분교장,1997,고흥,초,미활용,전라남도 고흥 동강면 매곡리 413
1153,전남,동면초경복분교장,2001,화순,초,대부,전라남도 화순 동면 복암리 166
1154,전남,동면초옥호분교장,1995,화순,초,미활용,전라남도 화순 동면 옥호리 338
1155,전남,동복초가수분교장,1999,화순,초,미활용,전라남도 화순 동복면 가수리 861
1156,전남,동산초판교분교장,1994,순천,초,미활용,전라남도 순천 서면 판 교리 3 3
1157,전남,두원북초등학교,1999,고흥,초,대부,전라남도 고흥 두원면 용당리 233
1158,전남,두원중학교,2002,고흥,중,대부,전라남도 고흥 두원면 대금리 242
1159,전남,득량서초등학교,1997,보성,초,미활용,전라남도 보성 득량면 마천리 743-1
1160,전남,만덕초용산분교장,1995,담양,초,미활용,전라남도 담양 대덕면 갈전리 687
1161,전남,목사동중학교,2005,곡성,중,자체활용,전라남도 곡성 목사동 면 평리 337
1162,전남,무안북초등학교,1999,무안,초,자체활용,전라남도 무안 무안읍 고절리 759
1163,전남,문평남초등학교,2010,나주,초,미활용,전라남도 나주 문평면 옥당리 1119
1164,전남,방광초등학교,1999,구례,초,자체활용,전라남도 구례 광의면 수월리 500
1165,전남,백초초우두분교장,2013,여수,초,대부,전라남도 여수 돌산읍 우두리 170
1166,전남,벌교초제석분교장,2015,보성,초,미활용,전라남도 보성 벌교읍 장양리 793
1167,전남,벌교초해도분교장,2006,보성,초,미활용,전라남도 보성 벌교읍 장도리 산1-64
1168,전남,법성중안마분교장,2011,영광,중,미활용,전라남도 영광 낙월면 월촌리 산313-3
1169,전남,법성포초진량분교장,2013,영광,초,자체활용,전라남도 영광 법성면 신장리 868
1170,전남,별량남초교,2000,순천,초,대부,전라남도 순천 별량면 대곡리 742-1
1171,전남,별량초마산분교장,2009,순천,초,미활용,전라남도 순천 별량면 마산리 249-1
1172,전남,보성정보통신고,2014,보성,고,자체활용,전라남도 보성 복내면 봉천리 303
1173,전남,보성중웅치분교장,2004,보성,중,미활용,전라남도 보성 웅치면 강산리 339
1174,전남,봉산초양지분교장,2013,담양,초,자체활용,전라남도 담양 봉산면 양지리135-1
1175,전남,봉황초옥산분교장,2006,나주,초,자체활용,전라남도 나주 봉황면 유곡리 980-3
1176,전남,비금고등학교,2014,신안,고,자체활용,전라남도 신안 비금면 덕산리 714
1177,전남,사창초능성분교장,1995,장성,초,미활용,전라남도 장성 삼계면 능성리 599-1
1178,전남,산이서초금호분교장,2018,해남,초,자체활용,전라남도 해남 산이면 금호리 539
1179,전남,산포초덕례분교장,2013,나주,초,자체활용,전라남도 나주 산포면 덕례리 296
1180,전남,삼산초삼화분교장,2002,해남,초,자체활용,전라남도 해남 삼산면 원진리 885
1181,전남,삼서남초등학교,1999,장성,초,미활용,전라남도 장성 삼서면 석마리 661-4
1182,전남,상사초쌍지분교장,2010,순천,초,자체활용,전라남도 순천 상사면 쌍지리 250
1183,전남,서산초등학교,1999,순천,초,자체활용,전라남도 순천 서면 구만리 540
1184,전남,서호북초등학교,1999,영암,초,대부,전라남도 영암 서호면 성재리 1058
1185,전남,석곡초기룡분교장,1996,곡성,초,대부,전라남도 곡성 목사동 면  대곡 리 1041
1186,전남,석곡초명강분교장,1999,곡성,초,대부,전라남도 곡성 석곡면 방송리 538
